Id,SalePrice
1461,122579.14
1462,167903.05
1463,182313.8
1464,194827.03
1465,178155.88
1466,172564.27
1467,176530.73
1468,164797.03
1469,189031.72
1470,113359.96
1471,205735.23
1472,95368.42
1473,96717.67
1474,154092.0
1475,107368.16
1476,353761.3
1477,246362.69
1478,275582.4
1479,275100.56
1480,535277.9
1481,327559.34
1482,203136.56
1483,180807.39
1484,157433.16
1485,181885.88
1486,198110.19
1487,305705.16
1488,242804.23
1489,192871.67
1490,230359.92
1491,197851.53
1492,92112.39
1493,189628.47
1494,272322.44
1495,283707.66
1496,226191.27
1497,174719.84
1498,156382.38
1499,160484.06
1500,156087.06
1501,170470.56
1502,143732.92
1503,305419.0
1504,238683.16
1505,218043.14
1506,185912.81
1507,256796.28
1508,196038.12
1509,161837.66
1510,144768.81
1511,136784.08
1512,171105.12
1513,138759.62
1514,164992.5
1515,211355.19
1516,153228.72
1517,159375.23
1518,123362.66
1519,228198.5
1520,121926.586
1521,126539.14
1522,172910.22
1523,99059.75
1524,116050.56
1525,121685.195
1526,114181.53
1527,102709.54
1528,138077.81
1529,134756.42
1530,182419.02
1531,107247.7
1532,100520.74
1533,138351.98
1534,119043.43
1535,162435.6
1536,117339.96
1537,73299.31
1538,178606.34
1539,188921.97
1540,100665.984
1541,134063.34
1542,138991.27
1543,192052.12
1544,88803.766
1545,109226.766
1546,128725.43
1547,146374.34
1548,136152.98
1549,105205.23
1550,124843.97
1551,113200.94
1552,140665.75
1553,148223.55
1554,112768.85
1555,160757.03
1556,90679.3
1557,105718.58
1558,93906.69
1559,82615.07
1560,125456.01
1561,124680.6
1562,130171.05
1563,110423.39
1564,152505.75
1565,149295.52
1566,250476.34
1567,78264.586
1568,210591.62
1569,129297.92
1570,143043.17
1571,119073.97
1572,141235.56
1573,255911.77
1574,118093.02
1575,235263.89
1576,250681.14
1577,181950.08
1578,137661.8
1579,143887.08
1580,198611.88
1581,165015.8
1582,120094.445
1583,337829.94
1584,224256.88
1585,136718.61
1586,81340.28
1587,102194.234
1588,142711.25
1589,102967.08
1590,134870.6
1591,86146.75
1592,115027.484
1593,120058.83
1594,135789.25
1595,90663.21
1596,211506.81
1597,161765.3
1598,204255.89
1599,169803.2
1600,161096.98
1601,70725.96
1602,109670.164
1603,97872.33
1604,259979.73
1605,266047.3
1606,171143.97
1607,163222.6
1608,216680.61
1609,179422.06
1610,149290.39
1611,131374.42
1612,169923.4
1613,169384.62
1614,129590.984
1615,97783.04
1616,79544.72
1617,102558.9
1618,123503.914
1619,140689.1
1620,158068.47
1621,134895.94
1622,141969.11
1623,241167.8
1624,223633.88
1625,115152.164
1626,165353.86
1627,193423.53
1628,280856.25
1629,173615.94
1630,391097.5
1631,217475.98
1632,247036.03
1633,160419.5
1634,188417.44
1635,171276.39
1636,149278.56
1637,191514.4
1638,202290.97
1639,182237.66
1640,259445.73
1641,179968.56
1642,224173.05
1643,220333.1
1644,223724.11
1645,204610.14
1646,153759.8
1647,150963.62
1648,121299.13
1649,137801.28
1650,121264.9
1651,126320.78
1652,97501.266
1653,103696.125
1654,145931.67
1655,137807.6
1656,142531.97
1657,149675.44
1658,143719.2
1659,120293.89
1660,157567.73
1661,477406.25
1662,392440.66
1663,370561.62
1664,604210.06
1665,284900.94
1666,322829.03
1667,352046.22
1668,323499.66
1669,295644.72
1670,330648.66
1671,270840.44
1672,494095.47
1673,306256.7
1674,245380.2
1675,192581.62
1676,202335.72
1677,224625.03
1678,555757.6
1679,378042.25
1680,322063.94
1681,231657.31
1682,301731.8
1683,182314.14
1684,186356.06
1685,172257.45
1686,166222.98
1687,166750.12
1688,195341.62
1689,195801.19
1690,193159.56
1691,180760.67
1692,256652.58
1693,163806.6
1694,181797.61
1695,158030.34
1696,275945.1
1697,169322.44
1698,358408.2
1699,279310.78
1700,248697.34
1701,275925.88
1702,256923.9
1703,261325.03
1704,296628.7
1705,216955.0
1706,487542.88
1707,202654.95
1708,202257.2
1709,266954.62
1710,221337.06
1711,269583.12
1712,258913.31
1713,270214.53
1714,222969.03
1715,199292.1
1716,189059.12
1717,171538.27
1718,133005.95
1719,199942.78
1720,227968.8
1721,177703.83
1722,134636.19
1723,173323.62
1724,212688.1
1725,233166.72
1726,177759.25
1727,147380.64
1728,171481.02
1729,158368.44
1730,153987.11
1731,117384.28
1732,130273.5
1733,111179.02
1734,122965.41
1735,135333.02
1736,112924.8
1737,349331.88
1738,227045.6
1739,315503.2
1740,204544.78
1741,193031.39
1742,166455.38
1743,175883.1
1744,308549.8
1745,205233.56
1746,201537.1
1747,215530.19
1748,236094.83
1749,150360.88
1750,138265.31
1751,256267.11
1752,111116.27
1753,146041.38
1754,203801.16
1755,165634.64
1756,126671.48
1757,116445.68
1758,134167.19
1759,158392.75
1760,159413.1
1761,155924.45
1762,178029.84
1763,161310.06
1764,104177.95
1765,180167.08
1766,178342.88
1767,246127.61
1768,136040.6
1769,188927.72
1770,150281.17
1771,122799.234
1772,127988.39
1773,130036.42
1774,124352.02
1775,130694.234
1776,123889.43
1777,104434.8
1778,136655.52
1779,107116.664
1780,177880.5
1781,124787.305
1782,83596.89
1783,142401.95
1784,100934.1
1785,119529.19
1786,130801.84
1787,152214.56
1788,64077.516
1789,100616.27
1790,78722.34
1791,184637.1
1792,170255.61
1793,134301.88
1794,153539.84
1795,128199.24
1796,111930.76
1797,126803.46
1798,109900.3
1799,109792.71
1800,110756.45
1801,137260.25
1802,144317.5
1803,143808.61
1804,140565.44
1805,135309.14
1806,127158.28
1807,131431.81
1808,126478.45
1809,119426.07
1810,145864.19
1811,103303.96
1812,96846.9
1813,125305.23
1814,90499.766
1815,61480.65
1816,101659.31
1817,100528.89
1818,140110.92
1819,114525.72
1820,62008.137
1821,106578.234
1822,145773.94
1823,59632.89
1824,130741.234
1825,125625.55
1826,89906.71
1827,97655.18
1828,132227.14
1829,113959.06
1830,135176.69
1831,163675.42
1832,82447.66
1833,136663.98
1834,116074.47
1835,154708.97
1836,125913.53
1837,91102.91
1838,137213.0
1839,102148.83
1840,159000.72
1841,133844.38
1842,90287.95
1843,144439.62
1844,129643.65
1845,142376.28
1846,143520.2
1847,162234.97
1848,56999.168
1849,114883.31
1850,106276.984
1851,158955.69
1852,123757.52
1853,128152.67
1854,181313.67
1855,154186.95
1856,228549.36
1857,143372.86
1858,129921.88
1859,114655.11
1860,141855.03
1861,114283.39
1862,281977.8
1863,278894.22
1864,278924.25
1865,341389.0
1866,323370.1
1867,237858.06
1868,302077.3
1869,215032.94
1870,251392.66
1871,238495.44
1872,174557.12
1873,234110.56
1874,152437.12
1875,217561.25
1876,200681.5
1877,221079.47
1878,209960.14
1879,130338.375
