Id,SalePrice
1461,108132.375
1462,220762.6
1463,177530.2
1464,209378.47
1465,188566.62
1466,169399.81
1467,169891.97
1468,165158.44
1469,162077.84
1470,125855.42
1471,176020.34
1472,100797.5
1473,106069.516
1474,166374.28
1475,118510.92
1476,408322.12
1477,249125.11
1478,303458.94
1479,277119.44
1480,458352.3
1481,309356.22
1482,218136.73
1483,174082.0
1484,168335.47
1485,165989.8
1486,188916.56
1487,311754.6
1488,211507.03
1489,208236.23
1490,239566.61
1491,199168.6
1492,87521.07
1493,117460.99
1494,293359.66
1495,286843.7
1496,229856.5
1497,160643.31
1498,169081.38
1499,171442.75
1500,166568.12
1501,165932.83
1502,148532.45
1503,258041.92
1504,241387.31
1505,228872.61
1506,189605.5
1507,217118.31
1508,187738.72
1509,158905.52
1510,156731.16
1511,172817.89
1512,163190.22
1513,135459.05
1514,141503.58
1515,174010.28
1516,155009.5
1517,157805.19
1518,122767.266
1519,200128.58
1520,133958.67
1521,139005.98
1522,168689.98
1523,109326.19
1524,112586.6
1525,132955.86
1526,117760.24
1527,112187.67
1528,115484.3
1529,144946.33
1530,174083.66
1531,144185.84
1532,101755.24
1533,136033.84
1534,91228.88
1535,154296.69
1536,108489.57
1537,93046.42
1538,153305.16
1539,215482.92
1540,119971.73
1541,137164.08
1542,106831.625
1543,158738.45
1544,89979.19
1545,101041.195
1546,140021.56
1547,134576.62
1548,115043.94
1549,114232.07
1550,126385.125
1551,122778.266
1552,122203.53
1553,139686.12
1554,116782.55
1555,174774.84
1556,114113.6
1557,131621.34
1558,105426.19
1559,105650.234
1560,154916.55
1561,119571.945
1562,133347.48
1563,118212.47
1564,192768.88
1565,167422.56
1566,227319.02
1567,95169.984
1568,287554.16
1569,139438.69
1570,147165.47
1571,120489.88
1572,144722.7
1573,242969.62
1574,127130.76
1575,233972.19
1576,288733.88
1577,173748.28
1578,155895.31
1579,149956.33
1580,193087.55
1581,161757.27
1582,125968.18
1583,267527.3
1584,219225.58
1585,145511.69
1586,103003.914
1587,105759.62
1588,145340.69
1589,98598.95
1590,130276.984
1591,99616.99
1592,118456.8
1593,132127.94
1594,65512.94
1595,113920.59
1596,217727.92
1597,168335.94
1598,187870.0
1599,221329.45
1600,210919.05
1601,94243.125
1602,120727.06
1603,84290.81
1604,246342.48
1605,228410.12
1606,158668.53
1607,200181.45
1608,227285.84
1609,167666.72
1610,138127.72
1611,156848.53
1612,188951.88
1613,172021.72
1614,120377.09
1615,92392.08
1616,83536.41
1617,98492.28
1618,139130.78
1619,139042.84
1620,160371.92
1621,135005.98
1622,145692.62
1623,248458.14
1624,241996.75
1625,125681.266
1626,171661.98
1627,188947.55
